nprocs,POSIX_OPENS,LUSTRE_STRIPE_SIZE,LUSTRE_STRIPE_WIDTH,POSIX_FILENOS,POSIX_MEM_ALIGNMENT,POSIX_FILE_ALIGNMENT,POSIX_READS,POSIX_WRITES,POSIX_SEEKS,POSIX_STATS,POSIX_BYTES_READ,POSIX_BYTES_WRITTEN,POSIX_CONSEC_READS,POSIX_CONSEC_WRITES,POSIX_SEQ_READS,POSIX_SEQ_WRITES,POSIX_RW_SWITCHES,POSIX_MEM_NOT_ALIGNED,POSIX_FILE_NOT_ALIGNED,POSIX_SIZE_READ_0_100,POSIX_SIZE_READ_100_1K,POSIX_SIZE_READ_1K_10K,POSIX_SIZE_READ_100K_1M,POSIX_SIZE_WRITE_0_100,POSIX_SIZE_WRITE_100_1K,POSIX_SIZE_WRITE_1K_10K,POSIX_SIZE_WRITE_10K_100K,POSIX_SIZE_WRITE_100K_1M,POSIX_STRIDE1_STRIDE,POSIX_STRIDE2_STRIDE,POSIX_STRIDE3_STRIDE,POSIX_STRIDE4_STRIDE,POSIX_STRIDE1_COUNT,POSIX_STRIDE2_COUNT,POSIX_STRIDE3_COUNT,POSIX_STRIDE4_COUNT,POSIX_ACCESS1_ACCESS,POSIX_ACCESS2_ACCESS,POSIX_ACCESS3_ACCESS,POSIX_ACCESS4_ACCESS,POSIX_ACCESS1_COUNT,POSIX_ACCESS2_COUNT,POSIX_ACCESS3_COUNT,POSIX_ACCESS4_COUNT,tag
1.5185139398778875,3.703291378118661,6.020600327454919,0.3010299956639812,0,0.9542425094393248,6.020600327454919,4.911429290843115,6.685184588986388,4.830999033784504,3.706034660714351,8.185350017081657,8.824225280523994,4.751486961167088,6.685148633756288,4.751733181669066,6.68517669881677,0.3010299956639812,3.825361195952633,6.690209197296401,4.6899212353452295,4.395658322334133,3.8356271662098975,2.9380190974762104,6.047543540487184,6.571396796168256,0.0,0.0,2.888179493918325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5171958979499744,1.8864907251724816,1.662757831681574,1.1139433523068367,4.394539231372204,3.521007252408604,3.3218054838575397,3.231214647962601,1.0381979799233916
1.568201724066995,1.8750612633917,7.525749904542514,2.110589710299249,0,0.9542425094393248,6.020600327454919,1.6020599913279625,0.0,2.0453229787866576,0.4771212547196624,8.998208525177004,0.0,0.4771212547196624,0.0,1.5563025007672873,0.0,0.0,0.0,0.8450980400142568,0.6020599913279624,0.7781512503836436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.00287115063352,7.2246859581050815,2.5943925503754266,1.863322860120456,1.4471580313422192,0.3010299956639812,0.3010299956639812,0.3010299956639812,7.525749904542514,2.710117365111816,7.224719921821516,2.7363965022766426,1.4771212547196624,0.6020599913279624,0.3010299956639812,0.3010299956639812,3.2090720147319955
1.8388490907372552,3.2375437381428744,6.020600327454919,0.3010299956639812,1296,0.9542425094393248,6.020600327454919,3.795880017344075,3.976945750559242,3.9883359558560505,2.3873898263387296,9.843901496583715,9.820078095763105,3.533136288278639,3.952259536590821,3.781755374652469,3.9524049395770247,3.496514518697745,3.441538038702161,3.712397131406715,3.241048150671644,1.7160033436347992,2.424881636631067,3.412964271996662,3.8334021292318585,2.8965262174895554,0.0,2.494154594018443,0.0,0.6989700043360189,7.8267798937350035,7.853108832076677,6.622660008151447,1.3617278360175928,3.004751155591001,0.8450980400142568,3.194236748723829,1.7993405494535817,1.8260748027008264,1.7323937598229686,1.9294189257142929,2.8813846567705728,2.6138418218760693,2.123851640967086,2.385606273598312,2.457134032125673
1.230448921378274,4.34523646004688,6.020600327454919,0.3010299956639812,21123,0.9542425094393248,6.020600327454919,4.35204738325048,5.827258100119052,4.275863950712521,3.198106998873401,7.270016363883021,7.759132932885806,4.190247633038196,5.827245171186456,4.1906957924917325,5.827246464097036,0.0,3.947090464219622,5.837129914591277,4.130237247885229,3.839917775678681,3.318272080211627,0.0,5.781976413765346,4.822945711717861,0.4771212547196624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9637878273455556,1.568201724066995,1.8750612633917,1.7323937598229686,5.274529612502591,3.926908101705436,3.926805310111606,3.926805310111606,0.8930695009820147
1.5185139398778875,1.5440680443502757,6.020600327454919,0.3010299956639812,0,0.9542425094393248,6.020600327454919,1.5314789170422551,0.6020599913279624,0.8450980400142568,1.845098040014257,4.333386811659532,5.128996658846033,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.3010299956639812,0.0,1.5314789170422551,0.0,0.0,0.3010299956639812,0.0,0.3010299956639812,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.808885867359812,3.747644819328248,0.9542425094393248,0.0,1.5185139398778875,0.3010299956639812,0.3010299956639812,0.0,0.512931484291357
1.230448921378274,3.049218022670181,6.020600327454919,0.3010299956639812,0,0.9542425094393248,6.020600327454919,4.333830010445646,3.836640541572774,4.225696871650654,3.049218022670181,7.378968849867371,5.48489462889038,4.180039810927176,3.8360074591255313,4.180039810927176,3.836134149465375,0.0,3.946894195102327,4.342284474225749,4.096249383189612,3.799685090909101,3.444825199509748,0.0,3.823865309324512,2.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.453318340047037,3.91184979649942,3.910784434792837,3.9105710484812586,3.799685090909101,2.206825876031849,2.206825876031849,2.206825876031849,1.8801123952335768
2.110589710299249,3.218535505216528,6.020600327454919,0.3010299956639812,0,0.9542425094393248,6.020600327454919,4.759274913719113,5.494535826284027,3.9463048549934743,3.392169149489736,8.649195713205165,9.011428042284129,4.736061687593125,5.493653195676927,4.736061687593125,5.493653195676927,2.599883072073688,4.667798383131204,5.563596170048469,3.2935835134961167,0.0,4.744159935606389,0.0,5.417456745908455,4.697177014971004,0.0,0.0,2.770115294787101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.869231719730976,1.8512583487190752,2.012837224705172,1.6127838567197357,4.681250285083047,4.217983753176437,4.197473535014777,4.197473535014777,1.9355269849663843
1.230448921378274,3.803934849863842,6.020600327454919,0.3010299956639812,6246,0.9542425094393248,6.020600327454919,3.784617292632875,3.573683693093798,1.9493900066449128,2.3138672203691533,7.700243692425294,8.145088907258241,3.7815399686059417,3.5317343092765503,3.781827152932428,3.550105999347593,0.3010299956639812,3.734159513244467,3.943988875073772,1.845098040014257,1.380211241711606,3.7779340488377793,0.0,3.268343913951065,2.791690649020118,1.6989700043360187,1.6989700043360187,3.070776462843434,4.641126932803509,3.342620042553348,3.311541958401195,4.640888707588621,1.041392685158225,1.6989700043360187,1.6989700043360187,1.0,0.3010299956639812,3.91323087111356,3.91270020819086,3.9092885241622506,2.361727836017593,2.7209857441537397,2.6242820958356683,2.08278537031645,2.128458162682119
0.6989700043360189,0.6989700043360189,6.020600327454919,0.3010299956639812,0,0.9542425094393248,6.020600327454919,0.0,1.1139433523068367,0.0,0.6989700043360189,0.0,3.7467120225166606,0.0,0.9542425094393248,0.0,0.9542425094393248,0.0,0.0,0.9542425094393248,0.0,0.0,0.0,0.0,0.0,1.1139433523068367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.998259338423699,2.378397900948137,2.2121876044039577,0.0,0.6989700043360189,0.6989700043360189,0.6989700043360189,0.0,0.1655022139336572
1.5185139398778875,3.248463717551032,6.020600327454919,0.3010299956639812,0,0.9542425094393248,6.020600327454919,4.606735965798419,5.995330204030328,4.532027824797876,3.256236533205923,7.534427769639101,7.990878199470007,4.445308346423585,5.995315278131716,4.445806515579578,5.99532318014194,0.3010299956639812,4.200768444783171,6.007405924552535,4.3838333116626265,4.090786927949267,3.592065670432248,0.0,5.831181009161049,5.493293503779254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9637878273455556,2.0863598306747484,1.8864907251724816,2.3654879848909,5.770723176374387,5.469693917020522,4.487180812603931,4.090786927949267,0.5017393524647014
