module,rank,record id,file name,mount pt,fs type,STDIO_BYTES_READ,STDIO_BYTES_WRITTEN,STDIO_FASTEST_RANK,STDIO_FASTEST_RANK_BYTES,STDIO_FDOPENS,STDIO_FLUSHES,STDIO_F_CLOSE_END_TIMESTAMP,STDIO_F_CLOSE_START_TIMESTAMP,STDIO_F_FASTEST_RANK_TIME,STDIO_F_META_TIME,STDIO_F_OPEN_END_TIMESTAMP,STDIO_F_OPEN_START_TIMESTAMP,STDIO_F_READ_END_TIMESTAMP,STDIO_F_READ_START_TIMESTAMP,STDIO_F_READ_TIME,STDIO_F_SLOWEST_RANK_TIME,STDIO_F_VARIANCE_RANK_BYTES,STDIO_F_VARIANCE_RANK_TIME,STDIO_F_WRITE_END_TIMESTAMP,STDIO_F_WRITE_START_TIMESTAMP,STDIO_F_WRITE_TIME,STDIO_MAX_BYTE_READ,STDIO_MAX_BYTE_WRITTEN,STDIO_OPENS,STDIO_READS,STDIO_SEEKS,STDIO_SLOWEST_RANK,STDIO_SLOWEST_RANK_BYTES,STDIO_WRITES
STDIO,-1,15920181672442173319,<STDOUT>,UNKNOWN,UNKNOWN,0,1337,16,0,0,144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002164,27494.347412,0.000000,151.831937,0.021877,0.002266,0,1336,64,0,0,0,1337,106
