module,rank,record id,file name,mount pt,fs type,LUSTRE_COMP1_EXT_END,LUSTRE_COMP1_EXT_START,LUSTRE_COMP1_FLAGS,LUSTRE_COMP1_MIRROR_ID,LUSTRE_COMP1_OST_ID_0,LUSTRE_COMP1_POOL_NAME,LUSTRE_COMP1_STRIPE_COUNT,LUSTRE_COMP1_STRIPE_PATTERN,LUSTRE_COMP1_STRIPE_SIZE,LUSTRE_NUM_COMPONENTS,LUSTRE_NUM_STRIPES
LUSTRE,0,704516138726761191,/work/hdd/bdau/mbanisharifdehkordi/bench_scratch/bottleneck/ior_small_posix_t1024_n4_r3.00000000,/work,lustre,-1,0,0,0,98,ddn_hdd,1,raid0,1048576,1,1
LUSTRE,1,8800059678072461714,/work/hdd/bdau/mbanisharifdehkordi/bench_scratch/bottleneck/ior_small_posix_t1024_n4_r3.00000001,/work,lustre,-1,0,0,0,99,ddn_hdd,1,raid0,1048576,1,1
LUSTRE,2,16220030563435065684,/work/hdd/bdau/mbanisharifdehkordi/bench_scratch/bottleneck/ior_small_posix_t1024_n4_r3.00000002,/work,lustre,-1,0,0,0,100,ddn_hdd,1,raid0,1048576,1,1
LUSTRE,3,16500360260633356767,/work/hdd/bdau/mbanisharifdehkordi/bench_scratch/bottleneck/ior_small_posix_t1024_n4_r3.00000003,/work,lustre,-1,0,0,0,105,ddn_hdd,1,raid0,1048576,1,1
